Title,ISBN,Author,Book type,Original Price,Discounted Price,ISBN-10,Published Date,Publisher,No. of Pages
Reached,9780141344348,Ally Condie,917505,9.99,9.99,141344342,30-11-2012,Penguin Random House Children's UK,528
The Librarian,9780241330258,Salley Vickers,917505,15.99,15.99,241330254,26-04-2018,Penguin Books Ltd,400
Centurion (Eagles of the Empire 8),9780755350896,Simon Scarrow,917505,12.99,12.99,755350898,04-09-2008,Headline,544
Underworld London,9780857201171,Catharine Arnold,917505,13.99,13.99,857201174,05-07-2012,Simon & Schuster UK,352
book not found,9780307390530,,,,,,,,
book not found,9781787019768,,,,,,,,
book not found,9781407052564,,,,,,,,
We,9780307432865,"Yevgeny Zamyatin, Natasha Randall",917505,23.99,19.99,307432866,18-12-2007,Random House Publishing Group,
The Dalai Lama's Cat,9781401940591,David Michie,917505,1.99,1.99,1401940595,01-10-2012,Hay House,217
book not found,9780330465601,,,,,,,,
The Eagle's Prophecy (Eagles of the Empire 6),9780755350872,Simon Scarrow,917505,12.99,12.99,755350871,04-09-2008,Headline,448
The Godfather,9781448106899,Mario Puzo,917505,15.99,15.99,1448106893,30-11-2012,Random House,608
Life 3.0,9780141981796,Max Tegmark,917505,15.99,15.99,141981792,29-08-2017,Penguin Books Ltd,400
Bermondsey Boy,9780141903019,Tommy Steele,917505,14.99,14.99,141903015,05-04-2007,Penguin Books Ltd,320
book not found,9781283297073,,,,,,,,
The God Chasers Expanded Ed.,9780768499544,Tommy Tenney,917505,19.06,15.99,768499542,18-03-2012,"Destiny Image, Inc.",0
The Year of Less,9781401953522,Cait Flanders,917505,2.99,2.99,1401953522,16-01-2018,Hay House,
The Difference a Day Makes,9781405523707,Carole Matthews,917505,12.99,12.99,1405523700,01-01-2013,"Little, Brown Book Group",464
Around My French Table,9780547504810,Dorie Greenspan,917505,7.99,7.99,547504810,08-10-2010,HarperCollins,
The First Rumpole Omnibus,9780141928005,John Mortimer,917505,16.99,16.99,014192800X,01-01-2000,Penguin Books Ltd,560
Mercy,9780141962511,Jussi Adler-Olsen,917505,15.99,15.99,141962518,12-05-2011,Penguin Books Ltd,512
book not found,9781370201914,,,,,,,,
book not found,9780307272119,,,,,,,,
Legend,9780141339429,Marie Lu,917505,4.99,4.99,014133942X,02-02-2012,Penguin Random House Children's UK,368
Gone Girl,9780297859406,Gillian Flynn,917505,11.99,11.99,297859404,24-05-2012,Orion,320
Our Street,9780141946610,Gilda O'Neill,917505,15.99,15.99,014194661X,01-07-2004,Penguin Books Ltd,320
The Westing Game (Puffin Modern Classics),9781101157459,Ellen Raskin,917505,13.19,10.99,1101157453,12-04-2004,Penguin Young Readers Group,192
book not found,9780998815596,,,,,,,,
Hamlyn All Colour Cookery: 200 Super Soups,9780600623007,Sara Lewis,917505,6.99,6.99,600623009,07-09-2007,Octopus,240
The Blade Itself,9780575091504,Joe Abercrombie,917505,12.99,12.99,575091509,18-06-2009,Orion,544
The Fate of Ten,9781405913652,Pittacus Lore,917505,15.99,15.99,1405913657,10-09-2015,Penguin Books Ltd,384
book not found,9780330528405,,,,,,,,
The Constant Gardener,9780241322345,John le Carré,917505,15.99,15.99,241322340,27-09-2018,Penguin Books Ltd,592
Where Do Diggers Sleep at Night?,9780375980985,"Brianna Caplan Sayres, Christian Slade",917505,11.99,10.99,375980989,22-05-2012,Random House Children's Books,
Sheer Mischief,9780755351855,Jill Mansell,917505,12.99,12.99,755351851,06-10-2010,Headline,512
The Heart is a Lonely Hunter,9780718196080,Carson McCullers,917505,15.99,15.99,718196082,26-04-2012,Penguin Books Ltd,352
Mercy Blade,9781101476772,Faith Hunter,917505,13.19,10.99,110147677X,04-01-2011,Penguin Publishing Group,
book not found,9780071817196,,,,,,,,
Snow Crash,9780141924045,Neal Stephenson,917505,15.99,15.99,141924047,01-01-2000,Penguin Books Ltd,448
Pranklopedia,9780761176855,Julie Winterbottom,917505,19.99,19.99,761176853,23-04-2013,Workman Publishing Company,250
book not found,9780463893999,,,,,,,,
MaddAddam,9780748130191,Margaret Atwood,917505,11.99,11.99,748130195,07-08-2014,"Little, Brown Book Group",496
Games People Play,9780141938363,Eric Berne,917505,14.99,14.99,141938366,01-01-2000,Penguin Books Ltd,176
book not found,9781102466550,,,,,,,,
The Undoing Project,9780141983035,Michael Lewis,917505,15.99,15.99,141983035,06-12-2016,Penguin Books Ltd,320
book not found,9780761171737,,,,,,,,
Ghosts of Spain: Travels Through a Country's Hidden Past,9780571247905,Giles Tremlett,917505,16.49,14.99,571247903,15-07-2011,Faber and Faber,496
Blue Gold,9780743423083,Clive Cussler,917505,12.99,12.99,743423089,01-08-2000,Pocket Books,400
Bye Baby,9780648257714,Daniel Donnelly,917505,4.99,4.99,648257711,02-07-2018,Daniel Donnelly,312
I Am Zlatan Ibrahimovic,9780241966846,Zlatan Ibrahimovic,917505,14.99,14.99,241966841,27-06-2013,Penguin Books Ltd,352
book not found,9780241321997,,,,,,,,
The F-Factor Diet,9781101203347,Tanya Zuckerbrot,917505,13.70,11.99,110120334X,04-12-2007,Penguin Publishing Group,288
book not found,9780316260237,,,,,,,,
Sea Lord,9780141928920,Bernard Cornwell,917505,15.99,15.99,141928921,02-11-2006,Penguin Books Ltd,320
book not found,9780330469326,,,,,,,,
book not found,9781311614704,,,,,,,,
Cause Of Death,9780748109326,Patricia Cornwell,917505,11.99,11.99,748109323,04-09-2008,"Little, Brown Book Group",384
Fair Stood the Wind for France,9780141904986,H. E. Bates,917505,15.99,15.99,141904984,07-04-2005,Penguin Books Ltd,256
The Secret Commonwealth: The Book of Dust Volume Two,9780241373361,"Philip Pullman, Christopher Wormell",917505,14.99,14.99,241373360,03-10-2019,Penguin Random House Children's UK,784
book not found,9780156035002,,,,,,,,
Knife Of Dreams,9780748115440,Robert Jordan,917505,12.99,12.99,748115447,24-08-2010,"Little, Brown Book Group",832
The Taking of Annie Thorne,9781405930987,C. J. Tudor,917505,15.99,15.99,1405930985,21-02-2019,Penguin Books Ltd,352
Tom Clancy's Power and Empire,9781405935050,Marc Cameron,917505,15.99,15.99,1405935057,30-11-2017,Penguin Books Ltd,432
The Executioner,9780857200136,Chris Carter,917505,4.99,4.99,857200135,08-07-2010,Simon & Schuster UK,480
book not found,9780440338789,,,,,,,,
Revenge,9780755375646,Martina Cole,917505,11.99,11.99,755375645,24-10-2013,Headline,512
book not found,9781370124954,,,,,,,,
The Chestnut Man,9781405939775,"Søren Sveistrup, Caroline Waight",917505,15.99,15.99,140593977X,10-01-2019,Penguin Books Ltd,400
Roller-Coaster,9780241187173,Ian Kershaw,917505,18.99,18.99,241187176,30-08-2018,Penguin Books Ltd,704
book not found,9780751558678,,,,,,,,
book not found,9780486114347,,,,,,,,
Don't Blink,9781407058115,James Patterson,917505,15.99,15.99,1407058118,05-08-2010,Random House,496
Hot Milk,9780241968024,Deborah Levy,917505,15.99,15.99,024196802X,24-03-2016,Penguin Books Ltd,208
Twilight,9780748112517,Stephenie Meyer,917505,11.99,11.99,748112510,26-02-2009,"Little, Brown Book Group",464
Wailing Ghosts,9780141398174,"Pu Songling, John Minford",917505,1.99,1.99,141398175,26-02-2015,Penguin Books Ltd,80
"Thinking, Fast and Slow",9780141918921,Daniel Kahneman,917505,18.99,18.99,141918926,03-11-2011,Penguin Books Ltd,512
book not found,9780230739062,,,,,,,,
Fallen,9780356511115,Benedict Jacka,917505,11.99,11.99,356511111,10-10-2019,"Little, Brown Book Group",384
The Law of Attraction,9781401919269,"Esther Hicks, Jerry Hicks",917505,18.34,14.99,140191926X,01-10-2006,Hay House,194
Matilda,9780141929453,"Roald Dahl, Quentin Blake",917505,9.99,9.99,141929456,06-03-2003,Penguin Random House Children's UK,256
The Glass Room,9780349121321,Simon Mawer,917504,22.99,20.40,034912132X,01-08-2010,Little Brown,416
book not found,9781119475873,,,,,,,,
book not found,9780470893333,,,,,,,,
The Cabin,9781405941624,"Jørn Lier Horst, Anne Bruce",917505,15.99,15.99,1405941626,08-08-2019,Penguin Books Ltd,400
book not found,9780307459923,,,,,,,,
book not found,9781101905104,,,,,,,,
book not found,9780008139476,,,,,,,,
An Indigenous Peoples' History of the United States,9780807000410,Roxanne Dunbar-Ortiz,917505,26.34,21.99,807000418,16-09-2014,Beacon Press,
Down a Dark Road,9781250121301,Linda Castillo,917505,14.95,11.99,1250121302,11-07-2017,St. Martin's Publishing Group,
book not found,9781370148721,,,,,,,,
The Grapes of Wrath,9780141915036,"Robert DeMott, John Steinbeck",917505,15.99,15.99,014191503X,26-04-2001,Penguin Books Ltd,544
book not found,9780993683718,,,,,,,,
Churchill,9780241205648,Andrew Roberts,917505,18.99,18.99,241205646,04-10-2018,Penguin Books Ltd,1152
Don't Touch My Hair,9780141986296,Emma Dabiri,917505,15.99,15.99,141986298,02-05-2019,Penguin Books Ltd,240
The Saddest Girl in the World,9780007321575,Cathy Glass,917505,12.99,12.99,7321570,20-03-2009,HarperCollins Publishers,320
The Book of Souls,9781405913171,James Oswald,917505,15.99,15.99,1405913177,22-11-2012,Penguin Books Ltd,400
Matter,9781841494197,Iain M. Banks,917504,22.99,20.35,1841494194,01-02-2009,Little Brown,656
The Bell Jar,9780571248209,Sylvia Plath,917505,16.49,14.99,571248209,20-11-2008,Faber & Faber,240
The Silver Palate Cookbook,9780761179580,"Sheila Lukins, Julee Rosso",917505,29.99,29.99,761179585,20-04-2007,Workman Publishing Company,464
The Girl With All The Gifts,9780748123797,M. R. Carey,917505,11.99,11.99,748123792,14-01-2014,"Little, Brown Book Group",416
book not found,9781310718595,,,,,,,,
book not found,9781281372062,,,,,,,,
Lazybones,9780751548761,Mark Billingham,917504,26.40,26.40,751548766,24-04-2012,Little Brown,496
book not found,9780062043689,,,,,,,,
Why Does He Do That?,9781101220733,Lundy Bancroft,917505,17.14,13.99,1101220732,02-09-2003,Penguin Publishing Group,432
book not found,9780735638723,,,,,,,,
book not found,9780571280605,,,,,,,,
The Establishment,9780141975009,Owen Jones,917505,15.99,15.99,141975008,04-09-2014,Penguin Books Ltd,288
book not found,9780307483584,,,,,,,,
Thud!,9781407035437,Terry Pratchett,917505,15.99,15.99,1407035436,01-12-2009,Transworld,464
The Lost World,9780486113739,Sir Arthur Conan Doyle,917505,1.45,1.45,486113736,22-08-2012,Dover Publications,176
The Mystery of Mercy Close,9780718198275,Marian Keyes,917505,15.99,15.99,718198271,13-09-2012,Penguin Books Ltd,528
book not found,9780141373041,,,,,,,,
book not found,9780008131968,,,,,,,,
Cinder,9780141971742,Marissa Meyer,917505,12.99,12.99,141971746,05-01-2012,Penguin Random House Children's UK,400
book not found,9780141354231,,,,,,,,
Stuff Matters,9780141970745,Mark Miodownik,917505,15.99,15.99,014197074X,06-06-2013,Penguin Books Ltd,352
Oh! to be in England,9780141938653,H. E. Bates,917505,15.99,15.99,014193865X,30-11-2006,Penguin Books Ltd,128
book not found,9781101902912,,,,,,,,
book not found,9780330465823,,,,,,,,
book not found,9780698159815,,,,,,,,
book not found,9780767917902,,,,,,,,
book not found,9780307271341,,,,,,,,
Maigret and the Old People,9780241303900,"Georges Simenon, Shaun Whiteside",917505,15.99,15.99,241303907,07-06-2018,Penguin Books Ltd,160
Task Force Black,9780748120024,Mark Urban,917505,12.99,12.99,748120025,18-02-2010,"Little, Brown Book Group",352
A Mercy,9781407016597,Toni Morrison,917505,15.99,15.99,1407016598,26-01-2010,Random House,176
Cursor's Fury,9780748111886,Jim Butcher,917505,11.99,11.99,748111883,02-07-2009,"Little, Brown Book Group",512
Words of Radiance,9780575097438,Brandon Sanderson,917505,15.99,15.99,575097434,06-03-2014,Orion,1088
All the Rage,9780241985120,Cara Hunter,917505,15.99,15.99,241985129,19-12-2019,Penguin Books Ltd,416
Veg,9781405932264,Jamie Oliver,917505,21.99,21.99,1405932260,22-08-2019,Penguin Books Ltd,288
Younger Next Year: The Exercise Program,9780761189633,Chris Crowley,917505,19.99,19.99,761189637,15-12-2015,Workman Publishing Company,176
book not found,9780544812154,,,,,,,,
Strange Dogs,9780356504209,James S. A. Corey,917505,2.99,2.99,356504204,18-07-2017,"Little, Brown Book Group",112
Judge and Jury,9780755387168,"James Patterson, Andrew Gross",917505,12.99,12.99,755387163,28-04-2011,Headline,330
The Silence of the Girls,9780241983218,Pat Barker,917505,15.99,15.99,241983215,30-08-2018,Penguin Books Ltd,368
book not found,9780810983915,,,,,,,,
The Chain Of Curiosity,9781405527231,Sandi Toksvig,917505,12.99,12.99,1405527234,24-01-2013,"Little, Brown Book Group",320
book not found,9780230764866,,,,,,,,
book not found,9780749009403,,,,,,,,
Death Masks,9780748116102,Jim Butcher,917505,12.99,12.99,748116109,04-03-2010,"Little, Brown Book Group",416
Do Androids Dream Of Electric Sheep?,9780575097933,Philip K Dick,917505,9.99,9.99,575097930,01-04-2010,Orion,208
Ship of Magic,9780008117450,Robin Hobb,917504,22.99,20.35,8117454,13-08-2015,HarperCollins Publishers,896
Thanos Rising,9781302369941,"Jason Aaron, Simone Bianchi",917505,13.19,10.99,1302369946,04-06-2014,Marvel Entertainment,
Till We Meet Again,9780141924991,Lesley Pearse,917505,15.99,15.99,141924993,27-07-2006,Penguin Books Ltd,512
book not found,9780330514729,,,,,,,,
The Second Half,9780297608905,"Roy Keane, Roddy Doyle",917505,12.99,12.99,297608908,09-10-2014,Orion,288
book not found,9781306981866,,,,,,,,
An Ice-cream War,9780141924595,William Boyd,917505,15.99,15.99,141924594,19-12-2013,Penguin Books Ltd,384
book not found,9781301529049,,,,,,,,
Fear Nothing (Detective D.D. Warren 7),9780755388363,Lisa Gardner,917505,11.99,11.99,755388364,07-01-2014,Headline,384
book not found,9781119551416,,,,,,,,
The Traitor Queen,9781841495965,Trudi Canavan,917504,22.99,20.40,1841495964,30-07-2013,Little Brown,544
book not found,9780547608044,,,,,,,,
The Halfling's Gem,9780786954063,R.A. Salvatore,917505,16.12,12.99,078695406X,23-06-2009,Wizards of the Coast Publishing,384
The Eagle's Prey (Eagles of the Empire 5),9780755350865,Simon Scarrow,917505,12.99,12.99,755350863,04-09-2008,Headline,448
Want to Play?,9780141915128,P. J. Tracy,917505,15.99,15.99,141915129,06-05-2004,Penguin Books Ltd,496
The Forty Rules of Love,9780241957103,Elif Shafak,917505,15.99,15.99,241957109,02-06-2011,Penguin Books Ltd,368
How to Behave So Your Dog Behaves Revised and Updated 2nd Edition,9780793842902,Dr. Sophia Yin,917505,20.53,16.99,793842905,01-07-2010,"TFH Publications, Inc.",
The Dark Prophecy (The Trials of Apollo Book 2),9780141363981,Rick Riordan,917505,14.99,14.99,141363983,02-05-2017,Penguin Random House Children's UK,528
book not found,9780307279729,,,,,,,,
Redemption,9780141962535,"Jussi Adler-Olsen, Martin Aitken",917505,15.99,15.99,141962534,18-07-2013,Penguin Books Ltd,640
The Templar's Secret,9780241958902,Chloe M. Palov,917505,15.99,15.99,241958903,20-11-2012,Penguin Books Ltd,528
A Perfect Heritage,9780755377619,Penny Vincenzi,917505,11.99,11.99,755377613,19-06-2014,Headline,528
Gamble,9780141959443,Felix Francis,917505,15.99,15.99,141959444,01-09-2011,Penguin Books Ltd,432
The Tempest,9780486113845,William Shakespeare,917505,1.45,1.45,486113841,22-03-2012,Dover Publications,96
Having A Lovely Time,9781405525404,Jenny Eclair,917505,12.99,12.99,1405525401,06-12-2012,"Little, Brown Book Group",320
Academ's Fury,9780748111732,Jim Butcher,917505,11.99,11.99,748111735,04-06-2009,"Little, Brown Book Group",608
Antifragile,9780718197902,Nassim Nicholas Taleb,917505,16.99,16.99,718197909,27-11-2012,Penguin Books Ltd,544
Ordinary Girls,9781643750163,Jaquira Díaz,917505,23.99,23.99,164375016X,29-10-2019,Algonquin Books,
Christmas at the Ragdoll Orphanage,9781405913867,Suzanne Lambert,917505,14.99,14.99,140591386X,07-11-2013,Penguin Books Ltd,304
The Snow Girls,9781405932547,Chris Mooney,917505,15.99,15.99,1405932546,15-11-2018,Penguin Books Ltd,400
book not found,9781407139982,,,,,,,,
book not found,9780330468381,,,,,,,,
Solis,9780999048139,Kat Ross,917505,4.39,4.39,999048139,01-08-2021,Acorn Publishing,
book not found,9780330426640,,,,,,,,
The Dying Hours,9780748120505,Mark Billingham,917505,12.99,12.99,748120505,23-05-2013,"Little, Brown Book Group",416
Our Endless Numbered Days,9780241969014,Claire Fuller,917505,15.99,15.99,241969018,26-02-2015,Penguin Books Ltd,368
The Mist,9781405934893,"Ragnar Jónasson, Victoria Cribb",917505,15.99,15.99,1405934891,30-04-2020,Penguin Books Ltd,320
Yew Tree Gardens,9780749012106,Anna Jacobs,917505,14.38,12.99,749012102,30-07-2012,Allison & Busby,320
Brave the Tempest,9781101990018,Karen Chance,917505,11.72,10.99,1101990015,30-07-2019,Penguin Publishing Group,
Lolita,9780141391601,Vladimir Nabokov,917505,15.99,15.99,014139160X,27-07-2012,Penguin Books Ltd,336
Point Of Origin,9780748109487,Patricia Cornwell,917505,11.99,11.99,074810948X,04-09-2008,"Little, Brown Book Group",448
Back To Battle,9780755128006,Max Hennessy,917505,9.89,8.99,755128001,01-10-2015,House of Stratus,334
Surface Detail,9780748117338,Iain M. Banks,917505,12.99,12.99,748117334,07-10-2010,"Little, Brown Book Group",400
book not found,9780316233033,,,,,,,,
The Coming of the Third Reich,9780718196806,Richard J. Evans,917505,18.99,18.99,718196805,09-08-2012,Penguin Books Ltd,656
book not found,9780330514583,,,,,,,,
"Love, Nina",9780241965085,Nina Stibbe,917505,14.99,14.99,024196508X,07-11-2013,Penguin Books Ltd,200
The Honeyfield Bequest,9780749020057,Anna Jacobs,917505,14.38,12.99,749020059,18-08-2016,Allison & Busby,300
book not found,9780244643843,,,,,,,,
The Young Hornblower Omnibus,9780141959184,C.S. Forester,917505,15.99,15.99,141959185,07-12-2000,Penguin Books Ltd,640
One Simple Thing,9780865478404,"Eddie Stern, Deepak Chopra",917505,19.51,15.99,865478406,12-03-2019,"Farrar, Straus and Giroux",
book not found,9780307407672,,,,,,,,
The G.I. Diet,9780761144793,"Rick Gallop, Michael J Sole M D",917504,25.75,25.75,076114479X,01-01-2010,WORKMAN PR                    ,164
The Things that Nobody Knows,9780857897169,William Hartston,917505,7.49,6.99,857897160,01-10-2011,Atlantic Books,300
The Stepney Doorstep Society,9780718189877,Kate Thompson,917505,14.99,14.99,718189876,23-08-2018,Penguin Books Ltd,248
book not found,9780748116669,,,,,,,,
Close,9780755350674,Martina Cole,917505,11.99,11.99,755350677,04-09-2008,Headline,672
Mrs Palfrey At The Claremont,9780748131006,"Elizabeth Taylor, Paul Bailey",917505,12.99,12.99,748131000,07-07-2011,"Little, Brown Book Group",224
book not found,9780283072406,,,,,,,,
book not found,9781370737451,,,,,,,,
Final Option,9781405941020,"Clive Cussler, Boyd Morrison",917505,15.99,15.99,1405941022,14-11-2019,Penguin Books Ltd,400
Severed Souls (A Richard and Kahlan novel),9780007510887,Terry Goodkind,917505,11.99,11.99,7510888,05-08-2014,HarperCollins Publishers,558
book not found,9780008179991,,,,,,,,
Pale Fire,9780141912868,Vladimir Nabokov,917505,15.99,15.99,141912863,06-09-2012,Penguin Books Ltd,352
Storm Front : Dresden Files,9780748116065,Jim Butcher,917505,12.99,12.99,748116060,04-03-2010,"Little, Brown Book Group",352
